//Fill Tile
Fill:0
//Layer,TileID,X,Y
//miny=-10; maxy=20; maxx= 53; minx=-16
//0-grass1; 1-grass2; 2-dirt; 3-vertical path; 4-path corner; 5-path horizontal; 6-water; 7-water2;
//8-Tree Top; 9-Tree Bottom; 10-Fence; 11-Barrel; 12-Well1; 13-Well2; 14-CastleBottom1; 15-CastleBottom2;
//16-CastleBottom3; 17-CastleMiddle1; 18-CastleMiddle2; 19-CastleMiddle3; 20-CastleTop1;
//21-CastleTop2; 22-CastleTop3; 23-CastleTTop1; 24-CastleTTop2; 25-CastleTTop3; 26-Chest
0,2,5,5
0,2,5,6
0,2,6,6
0,2,6,5
0,2,6,7
0,2,7,7
0,2,7,6
0,2,7,5
0,2,5,7
0,2,6,7
0,5,20,5
0,5,21,5
0,5,22,5
0,5,23,5
0,5,24,5
0,5,25,5
1,7,20,10
1,6,25,10
1,25,42,7
1,24,41,7
1,23,40,7
1,22,42,8
1,21,41,8
1,20,40,8
1,19,42,9
1,18,41,9
1,17,40,9
1,16,42,10
1,15,41,10
1,14,40,10
1,12,40,0,0
1,13,40,-1,0
1,9,20,-5
1,8,20,-6
1,26,9,10
1,8,10,14
1,9,10,15
1,8,11,14
1,9,11,15
1,25,12,7
1,24,11,7
1,23,10,7
1,22,12,8
1,21,11,8
1,20,10,8
1,19,12,9
1,18,11,9
1,17,10,9
1,16,12,10
1,15,11,10
1,14,10,10
1,13,0,-1
1,12,0,0
1,8,1,0
1,9,1,1
1,8,2,0
1,9,2,1
1,8,3,0
1,9,3,1
1,8,4,0
1,9,4,1
1,8,1,-2
1,9,1,-1
1,8,2,-2
1,9,2,-1
1,8,3,-2
1,9,3,-1
1,11,-9,-9
1,10,-10,-10
1,10,-9,-10
1,10,-8,-10
1,10,-7,-10
1,10,-6,-10
1,10,-5,-10
1,10,-4,-10
1,10,-3,-10
1,10,-2,-10
1,10,-1,-10
1,10,0,-10
1,10,1,-10
1,10,2,-10
1,10,3,-10
1,10,5,-10
1,10,4,-10
1,10,6,-10
1,10,7,-10
1,10,9,-10
1,10,8,-10
1,10,11,-10
1,10,10,-10
1,10,12,-10
0,10,13,-10
0,10,14,-10
0,10,15,-10
0,10,16,-10
0,10,17,-10
0,10,18,-10
0,10,19,-10
0,10,20,-10
0,10,21,-10
0,10,22,-10
0,10,23,-10
0,10,24,-10
0,10,26,-10
0,10,25,-10
0,10,27,-10
0,10,29,-10
0,10,28,-10
0,10,30,-10
0,10,32,-10
0,10,31,-10
0,10,33,-10
0,10,34,-10
0,10,35,-10
0,10,36,-10
0,10,37,-10
0,10,38,-10
0,10,39,-10
0,10,40,-10
0,10,41,-10
0,10,42,-10
0,10,43,-10
0,10,-11,-10
0,10,-13,-10
0,10,-12,-10
0,10,-15,-10
0,10,-14,-10
0,10,-16,-10
0,10,-16,-9
0,10,-16,-8
0,10,-16,-7
0,10,-16,-6
0,10,-16,-5
0,10,-16,-3
0,10,-16,-2
0,10,-16,-1
0,10,-16,0
0,10,-16,1
0,10,-16,2
0,10,-16,3
0,10,-16,4
0,10,44,-10
0,10,45,-10
0,10,46,-10
0,10,47,-10
0,10,48,-10
0,10,49,-10
0,10,50,-10
0,10,51,-10
0,10,52,-10
0,10,53,-10
0,10,53,-9
0,10,53,-8
0,10,53,-7
0,10,53,-6
0,10,53,-5
0,10,53,-4
0,10,53,-2
0,10,53,-3
0,10,53,0
0,10,53,-1
0,10,-16,-4
0,10,-16,5
0,10,-16,6
0,10,-16,7
0,10,-16,8
0,10,-16,9
0,10,-16,11
0,10,-16,10
0,10,-16,12
0,10,-16,13
0,10,-16,14
0,10,-16,15
0,10,-16,16
0,10,-16,17
0,10,-16,18
0,10,-16,19
0,10,-16,20
0,10,-15,20
0,10,-14,20
0,10,-12,20
0,10,-13,20
0,10,-11,20
0,10,-8,20
0,10,-10,20
1,11,-10,19
0,10,-9,20
1,11,-8,19
1,11,-7,19
0,10,-7,20
0,10,-4,20
0,10,-5,20
0,10,-6,20
0,10,53,1
0,10,53,4
0,10,53,2
0,10,53,3
0,10,53,5
0,10,53,6
0,10,53,7
0,10,53,8
0,10,53,9
0,10,53,10
0,10,-3,20
0,10,-2,20
0,10,-1,20
0,10,0,20
0,10,1,20
0,10,2,20
0,10,3,20
0,10,4,20
0,10,5,20
0,10,6,20
0,10,7,20
0,10,9,20
0,10,8,20
0,10,10,20
0,10,11,20
0,10,12,20
0,10,13,20
0,10,14,20
0,10,15,20
0,10,16,20
0,10,17,20
0,10,18,20
0,10,20,20
0,10,19,20
0,10,21,20
0,10,22,20
0,10,23,20
0,10,24,20
0,10,25,20
0,10,26,20
0,10,27,20
0,10,28,20
0,10,30,20
0,10,32,20
0,10,29,20
0,10,31,20
0,10,33,20
0,10,34,20
0,10,35,20
0,10,36,20
0,10,37,20
0,10,38,20
0,10,39,20
0,10,40,20
0,10,41,20
0,10,42,20
0,10,43,20
0,10,44,20
0,10,45,20
0,10,46,20
0,10,47,20
0,10,48,20
0,10,50,20
0,10,51,20
0,10,52,20
0,10,53,20
0,10,53,19
0,10,53,18
0,10,53,17
0,10,53,16
0,10,53,11
0,10,53,13
0,10,53,14
0,10,53,15
0,10,53,12
0,10,49,20
